w_v_nm,solar_E_wm2um,a_ozone,a_umg,a_water,cloud_a_i,cloud_b_i,cloud_c_i,cloud_d_i,cloud_e_i,cloud_f_i
490,1.938,0.018,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
491,1.9,0.019,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
492,1.909,0.019,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
493,1.941,0.02,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
494,1.954,0.021,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
495,2.003,0.022,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
496,2.003,0.023,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
497,2.003,0.024,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
498,1.973,0.025,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
499,1.933,0.026,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
500,1.871,0.028,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
501,1.832,0.03,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
502,1.89,0.032,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
503,1.928,0.034,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
504,1.925,0.036,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
505,1.924,0.038,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
506,1.956,0.039,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
507,1.977,0.041,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
508,1.953,0.041,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
509,1.941,0.041,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
510,1.939,0.04,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
511,1.939,0.039,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
512,1.913,0.038,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
513,1.9,0.037,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
514,1.872,0.037,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
515,1.858,0.038,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
516,1.744,0.039,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
517,1.688,0.041,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
518,1.725,0.042,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
519,1.743,0.044,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
520,1.828,0.045,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
521,1.862,0.047,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
522,1.891,0.049,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
523,1.908,0.051,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
524,1.922,0.052,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
525,1.873,0.054,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
526,1.843,0.056,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
527,1.834,0.058,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
528,1.83,0.059,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
529,1.921,0.061,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
530,1.959,0.063,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
531,1.952,0.064,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
532,1.948,0.066,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
533,1.872,0.068,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
534,1.859,0.069,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
535,1.951,0.07,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
536,1.941,0.071,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
537,1.861,0.072,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
538,1.858,0.072,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
539,1.851,0.072,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
540,1.84,0.072,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
541,1.819,0.073,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
542,1.847,0.074,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
543,1.875,0.075,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
544,1.893,0.076,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
545,1.911,0.077,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
546,1.889,0.079,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
547,1.867,0.08,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
548,1.875,0.081,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
549,1.883,0.083,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
550,1.878,0.084,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
551,1.874,0.085,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
552,1.87,0.086,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
553,1.869,0.087,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
554,1.889,0.088,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
555,1.896,0.089,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
556,1.84,0.09,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
557,1.826,0.091,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
558,1.817,0.092,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
559,1.815,0.094,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
560,1.823,0.096,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
561,1.824,0.098,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
562,1.86,0.1,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
563,1.868,0.103,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
564,1.848,0.105,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
565,1.844,0.107,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
566,1.844,0.109,0,0.006,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
567,1.844,0.112,0,0.014,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
568,1.852,0.113,0,0.022,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
569,1.853,0.115,0,0.03,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
570,1.805,0.116,0,0.034,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
571,1.799,0.117,0,0.032,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
572,1.884,0.118,0,0.027,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
573,1.894,0.119,0,0.022,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
574,1.861,0.119,0,0.016,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
575,1.857,0.119,0,0.012,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
576,1.857,0.119,0,0.01,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
577,1.857,0.119,0,0.011,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
578,1.822,0.119,0,0.01,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
579,1.823,0.118,0,0.008,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
580,1.852,0.117,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
581,1.853,0.116,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
582,1.866,0.115,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
583,1.866,0.114,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
584,1.861,0.112,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
585,1.859,0.111,0,0.003,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
586,1.81,0.11,0,0.123,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
587,1.808,0.109,0,0.284,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
588,1.765,0.109,0,0.454,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
589,1.765,0.108,0,0.605,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
590,1.761,0.108,0,0.7,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
591,1.766,0.109,0,0.697,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
592,1.797,0.11,0,0.636,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
593,1.797,0.112,0,0.549,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
594,1.794,0.113,0,0.454,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
595,1.798,0.115,0,0.361,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
596,1.818,0.117,0,0.278,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
597,1.81,0.119,0,0.202,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
598,1.763,0.121,0,0.132,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
599,1.761,0.122,0,0.069,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
600,1.752,0.124,0,0.023,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
601,1.747,0.125,0,0.022,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
602,1.729,0.125,0,0.017,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
603,1.737,0.125,0,0.011,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
604,1.772,0.125,0,0.001,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
605,1.768,0.124,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
606,1.751,0.123,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
607,1.749,0.122,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
608,1.742,0.12,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
609,1.734,0.119,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
610,1.726,0.118,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
611,1.735,0.116,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
612,1.744,0.115,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
613,1.726,0.114,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
614,1.709,0.112,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
615,1.693,0.111,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
616,1.677,0.11,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
617,1.705,0.108,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
618,1.733,0.107,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
619,1.732,0.105,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
620,1.731,0.104,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
621,1.717,0.103,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
622,1.704,0.101,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
623,1.684,0.1,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
624,1.666,0.099,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
625,1.669,0.097,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
626,1.671,0.096,0.002,0.001,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
627,1.689,0.094,0.005,0.002,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
628,1.701,0.093,0.008,0.003,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
629,1.674,0.092,0.01,0.004,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
630,1.656,0.09,0.011,0.005,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
631,1.655,0.089,0.01,0.004,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
632,1.654,0.088,0.008,0.003,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
633,1.654,0.086,0.005,0.002,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
634,1.654,0.085,0.002,0.001,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
635,1.658,0.083,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
636,1.661,0.082,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
637,1.662,0.081,0,0.001,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
638,1.663,0.079,0,0.001,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
639,1.643,0.078,0,0.002,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
640,1.63,0.077,0,0.001,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
641,1.622,0.075,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
642,1.616,0.074,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
643,1.624,0.073,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
644,1.629,0.071,0,0,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
645,1.619,0.07,0,0.011,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
646,1.612,0.068,0,0.038,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
647,1.611,0.067,0,0.074,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
648,1.61,0.066,0,0.112,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
649,1.582,0.065,0,0.147,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
650,1.564,0.064,0,0.173,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
651,1.585,0.063,0,0.181,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
652,1.6,0.062,0,0.179,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
653,1.599,0.061,0,0.171,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
654,1.598,0.06,0,0.16,2.817,1.305,-5.62E-08,1.63E-07,0.829,2.482
